No,파일명,데이터명,데이터셋구분,대분류명,소분류명,이미지파일경로,너비,높이
11257,Img_011_0256,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0256.jpg,600,400
11258,Img_011_0257,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0257.jpg,551,400
11259,Img_011_0258,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0258.jpg,712,400
11260,Img_011_0259,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0259.jpg,711,400
11261,Img_011_0260,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0260.jpg,400,400
11262,Img_011_0261,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0261.jpg,541,400
11263,Img_011_0262,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0262.jpg,594,400
11264,Img_011_0263,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0263.jpg,600,400
11265,Img_011_0264,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0264.jpg,534,400
11266,Img_011_0265,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0265.jpg,600,400
11267,Img_011_0266,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0266.jpg,600,400
11268,Img_011_0267,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0267.jpg,600,400
11269,Img_011_0268,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0268.jpg,533,400
11270,Img_011_0269,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0269.jpg,600,400
11271,Img_011_0270,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0270.jpg,613,400
11272,Img_011_0271,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0271.jpg,600,400
11273,Img_011_0272,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0272.jpg,513,400
11274,Img_011_0273,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0273.jpg,622,400
11275,Img_011_0274,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0274.jpg,600,400
11276,Img_011_0275,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0275.jpg,600,400
11277,Img_011_0276,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0276.jpg,603,400
11278,Img_011_0277,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0277.jpg,599,400
11279,Img_011_0278,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0278.jpg,603,400
11280,Img_011_0279,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0279.jpg,600,400
11281,Img_011_0280,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0280.jpg,600,400
11282,Img_011_0281,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0281.jpg,600,400
11283,Img_011_0282,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0282.jpg,600,400
11284,Img_011_0283,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0283.jpg,533,400
11285,Img_011_0284,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0284.jpg,600,400
11286,Img_011_0285,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0285.jpg,594,400
11287,Img_011_0286,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0286.jpg,425,400
11288,Img_011_0287,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0287.jpg,599,400
11289,Img_011_0288,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0288.jpg,600,400
11290,Img_011_0289,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0289.jpg,600,400
11291,Img_011_0290,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0290.jpg,600,400
11292,Img_011_0291,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0291.jpg,602,400
11293,Img_011_0292,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0292.jpg,533,400
11294,Img_011_0293,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0293.jpg,600,400
11295,Img_011_0294,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0294.jpg,599,400
11296,Img_011_0295,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0295.jpg,600,400
11297,Img_011_0296,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0296.jpg,600,400
11298,Img_011_0297,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0297.jpg,533,400
11299,Img_011_0298,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0298.jpg,533,400
11300,Img_011_0299,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0299.jpg,400,400
11301,Img_011_0300,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0300.jpg,596,400
11302,Img_011_0301,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0301.jpg,600,400
11303,Img_011_0302,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0302.jpg,598,400
11304,Img_011_0303,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0303.jpg,578,400
11305,Img_011_0304,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0304.jpg,600,400
11306,Img_011_0305,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0305.jpg,533,400
11307,Img_011_0306,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0306.jpg,711,400
11308,Img_011_0307,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0307.jpg,534,400
11309,Img_011_0308,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0308.jpg,400,400
11310,Img_011_0309,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0309.jpg,595,400
11311,Img_011_0310,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0310.jpg,603,400
11312,Img_011_0311,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0311.jpg,600,400
11313,Img_011_0312,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0312.jpg,674,400
11314,Img_011_0313,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0313.jpg,533,400
11315,Img_011_0314,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0314.jpg,603,400
11316,Img_011_0315,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0315.jpg,533,400
11317,Img_011_0316,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0316.jpg,533,400
11318,Img_011_0317,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0317.jpg,533,400
11319,Img_011_0318,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0318.jpg,533,400
11320,Img_011_0319,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0319.jpg,600,400
11321,Img_011_0320,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0320.jpg,713,400
11322,Img_011_0321,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0321.jpg,533,400
11323,Img_011_0322,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0322.jpg,601,400
11324,Img_011_0323,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0323.jpg,600,400
11325,Img_011_0324,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0324.jpg,611,400
11326,Img_011_0325,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0325.jpg,533,400
11327,Img_011_0326,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0326.jpg,713,400
11328,Img_011_0327,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0327.jpg,602,400
11329,Img_011_0328,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0328.jpg,600,400
11330,Img_011_0329,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0329.jpg,533,400
11331,Img_011_0330,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0330.jpg,667,400
11332,Img_011_0331,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0331.jpg,602,400
11333,Img_011_0332,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0332.jpg,600,400
11334,Img_011_0333,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0333.jpg,711,400
11335,Img_011_0334,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0334.jpg,603,400
11336,Img_011_0335,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0335.jpg,600,400
11337,Img_011_0336,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0336.jpg,600,400
11338,Img_011_0337,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0337.jpg,533,400
11339,Img_011_0338,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0338.jpg,533,400
11340,Img_011_0339,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0339.jpg,711,400
11341,Img_011_0340,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0340.jpg,600,400
11342,Img_011_0341,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0341.jpg,707,400
11343,Img_011_0342,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0342.jpg,600,400
11344,Img_011_0343,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0343.jpg,600,400
11345,Img_011_0344,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0344.jpg,600,400
11346,Img_011_0345,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0345.jpg,712,400
11347,Img_011_0346,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0346.jpg,600,400
11348,Img_011_0347,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0347.jpg,711,400
11349,Img_011_0348,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0348.jpg,601,400
11350,Img_011_0349,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0349.jpg,533,400
11351,Img_011_0350,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0350.jpg,609,400
11352,Img_011_0351,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0351.jpg,300,400
11353,Img_011_0352,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0352.jpg,369,400
11354,Img_011_0353,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0353.jpg,602,400
11355,Img_011_0354,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0354.jpg,533,400
11356,Img_011_0355,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0355.jpg,593,400
11357,Img_011_0356,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0356.jpg,598,400
11358,Img_011_0357,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0357.jpg,533,400
11359,Img_011_0358,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0358.jpg,600,400
11360,Img_011_0359,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0359.jpg,525,400
11361,Img_011_0360,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0360.jpg,712,400
11362,Img_011_0361,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0361.jpg,712,400
11363,Img_011_0362,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0362.jpg,533,400
11364,Img_011_0363,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0363.jpg,698,400
11365,Img_011_0364,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0364.jpg,711,400
11366,Img_011_0365,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0365.jpg,600,400
11367,Img_011_0366,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0366.jpg,525,400
11368,Img_011_0367,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0367.jpg,600,400
11369,Img_011_0368,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0368.jpg,600,400
11370,Img_011_0369,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0369.jpg,533,400
11371,Img_011_0370,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0370.jpg,600,400
11372,Img_011_0371,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0371.jpg,603,400
11373,Img_011_0372,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0372.jpg,667,400
11374,Img_011_0373,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0373.jpg,600,400
11375,Img_011_0374,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0374.jpg,711,400
11376,Img_011_0375,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0375.jpg,534,400
11377,Img_011_0376,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0376.jpg,601,400
11378,Img_011_0377,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0377.jpg,533,400
11379,Img_011_0378,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0378.jpg,534,400
11380,Img_011_0379,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0379.jpg,600,400
11381,Img_011_0380,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0380.jpg,600,400
11382,Img_011_0381,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0381.jpg,531,400
11383,Img_011_0382,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0382.jpg,533,400
11384,Img_011_0383,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0383.jpg,271,400
11385,Img_011_0384,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0384.jpg,533,400
11386,Img_011_0385,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0385.jpg,534,400
11387,Img_011_0386,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0386.jpg,533,400
11388,Img_011_0387,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0387.jpg,533,400
11389,Img_011_0388,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0388.jpg,599,400
11390,Img_011_0389,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0389.jpg,527,400
11391,Img_011_0390,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0390.jpg,600,400
11392,Img_011_0391,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0391.jpg,525,400
11393,Img_011_0392,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0392.jpg,599,400
11394,Img_011_0393,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0393.jpg,534,400
11395,Img_011_0394,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0394.jpg,533,400
11396,Img_011_0395,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0395.jpg,400,400
11397,Img_011_0396,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0396.jpg,533,400
11398,Img_011_0397,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0397.jpg,567,400
11399,Img_011_0398,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0398.jpg,601,400
11400,Img_011_0399,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0399.jpg,600,400
11401,Img_011_0400,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0400.jpg,600,400
11402,Img_011_0401,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0401.jpg,533,400
11403,Img_011_0402,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0402.jpg,522,400
11404,Img_011_0403,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0403.jpg,555,400
11405,Img_011_0404,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0404.jpg,601,400
11406,Img_011_0405,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0405.jpg,300,400
11407,Img_011_0406,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0406.jpg,602,400
11408,Img_011_0407,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0407.jpg,533,400
11409,Img_011_0408,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0408.jpg,600,400
11410,Img_011_0409,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0409.jpg,587,400
11411,Img_011_0410,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0410.jpg,600,400
11412,Img_011_0411,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0411.jpg,598,400
11413,Img_011_0412,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0412.jpg,712,400
11414,Img_011_0413,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0413.jpg,603,400
11415,Img_011_0414,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0414.jpg,533,400
11416,Img_011_0415,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0415.jpg,600,400
11417,Img_011_0416,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0416.jpg,533,400
11418,Img_011_0417,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0417.jpg,710,400
11419,Img_011_0418,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0418.jpg,533,400
11420,Img_011_0419,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0419.jpg,600,400
11421,Img_011_0420,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0420.jpg,763,400
11422,Img_011_0421,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0421.jpg,600,400
11423,Img_011_0422,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0422.jpg,599,400
11424,Img_011_0423,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0423.jpg,600,400
11425,Img_011_0424,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0424.jpg,600,400
11426,Img_011_0425,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0425.jpg,714,400
11427,Img_011_0426,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0426.jpg,600,400
11428,Img_011_0427,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0427.jpg,600,400
11429,Img_011_0428,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0428.jpg,303,400
11430,Img_011_0429,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0429.jpg,711,400
11431,Img_011_0430,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0430.jpg,600,400
11432,Img_011_0431,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0431.jpg,777,400
11433,Img_011_0432,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0432.jpg,602,400
11434,Img_011_0433,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0433.jpg,598,400
11435,Img_011_0434,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0434.jpg,603,400
11436,Img_011_0435,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0435.jpg,644,400
11437,Img_011_0436,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0436.jpg,600,400
11438,Img_011_0437,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0437.jpg,598,400
11439,Img_011_0438,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0438.jpg,600,400
11440,Img_011_0439,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0439.jpg,533,400
11441,Img_011_0440,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0440.jpg,266,400
11442,Img_011_0441,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0441.jpg,598,400
11443,Img_011_0442,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0442.jpg,600,400
11444,Img_011_0443,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0443.jpg,533,400
11445,Img_011_0444,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0444.jpg,711,400
11446,Img_011_0445,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0445.jpg,655,400
11447,Img_011_0446,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0446.jpg,600,400
11448,Img_011_0447,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0447.jpg,525,400
11449,Img_011_0448,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0448.jpg,599,400
11450,Img_011_0449,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0449.jpg,533,400
11451,Img_011_0450,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0450.jpg,600,400
11452,Img_011_0451,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0451.jpg,600,400
11453,Img_011_0452,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0452.jpg,710,400
11454,Img_011_0453,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0453.jpg,598,400
11455,Img_011_0454,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0454.jpg,712,400
11456,Img_011_0455,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0455.jpg,600,400
11457,Img_011_0456,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0456.jpg,525,400
11458,Img_011_0457,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0457.jpg,598,400
11459,Img_011_0458,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0458.jpg,711,400
11460,Img_011_0459,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0459.jpg,300,400
11461,Img_011_0460,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0460.jpg,600,400
11462,Img_011_0461,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0461.jpg,823,400
11463,Img_011_0462,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0462.jpg,533,400
11464,Img_011_0463,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0463.jpg,711,400
11465,Img_011_0464,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0464.jpg,667,400
11466,Img_011_0465,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0465.jpg,598,400
11467,Img_011_0466,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0466.jpg,600,400
11468,Img_011_0467,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0467.jpg,533,400
11469,Img_011_0468,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0468.jpg,529,400
11470,Img_011_0469,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0469.jpg,590,400
11471,Img_011_0470,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0470.jpg,600,400
11472,Img_011_0471,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0471.jpg,533,400
11473,Img_011_0472,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0472.jpg,533,400
11474,Img_011_0473,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0473.jpg,533,400
11475,Img_011_0474,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0474.jpg,604,400
11476,Img_011_0475,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0475.jpg,534,400
11477,Img_011_0476,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0476.jpg,532,400
11478,Img_011_0477,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0477.jpg,600,400
11479,Img_011_0478,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0478.jpg,565,400
11480,Img_011_0479,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0479.jpg,603,400
11481,Img_011_0480,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0480.jpg,533,400
11482,Img_011_0481,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0481.jpg,533,400
11483,Img_011_0482,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0482.jpg,602,400
11484,Img_011_0483,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0483.jpg,600,400
11485,Img_011_0484,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0484.jpg,533,400
11486,Img_011_0485,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0485.jpg,533,400
11487,Img_011_0486,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0486.jpg,711,400
11488,Img_011_0487,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0487.jpg,533,400
11489,Img_011_0488,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0488.jpg,600,400
11490,Img_011_0489,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0489.jpg,712,400
11491,Img_011_0490,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0490.jpg,268,400
11492,Img_011_0491,한국음식,train,구이,조기구이,data/한국음식/train/구이/조기구이/Img_011_0491.jpg,600,400
