No,파일명,데이터명,데이터셋구분,이미지파일경로,라벨파일경로,너비,높이,객체개수
909,S3-N0402MF00154,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00154.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00154.txt,1920,1080,1
910,S3-N0402MF00155,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00155.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00155.txt,1920,1080,1
911,S3-N0402MF00156,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00156.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00156.txt,1920,1080,1
912,S3-N0402MF00157,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00157.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00157.txt,1920,1080,1
913,S3-N0402MF00158,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00158.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00158.txt,1920,1080,1
914,S3-N0402MF00159,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00159.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00159.txt,1920,1080,1
915,S3-N0402MF00160,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00160.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00160.txt,1920,1080,1
916,S3-N0402MF00161,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00161.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00161.txt,1920,1080,1
917,S3-N0402MF00162,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00162.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00162.txt,1920,1080,1
918,S3-N0402MF00163,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00163.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00163.txt,1920,1080,1
919,S3-N0402MF00164,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00164.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00164.txt,1920,1080,1
920,S3-N0402MF00165,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00165.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00165.txt,1920,1080,1
921,S3-N0402MF00166,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00166.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00166.txt,1920,1080,1
922,S3-N0402MF00167,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00167.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00167.txt,1920,1080,1
923,S3-N0402MF00168,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00168.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00168.txt,1920,1080,1
924,S3-N0402MF00169,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00169.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00169.txt,1920,1080,1
925,S3-N0402MF00170,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00170.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00170.txt,1920,1080,1
926,S3-N0402MF00171,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00171.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00171.txt,1920,1080,1
927,S3-N0402MF00172,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00172.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00172.txt,1920,1080,1
928,S3-N0402MF00173,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00173.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00173.txt,1920,1080,1
929,S3-N0402MF00174,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00174.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00174.txt,1920,1080,1
930,S3-N0402MF00175,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00175.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00175.txt,1920,1080,1
931,S3-N0402MF00176,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00176.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00176.txt,1920,1080,1
932,S3-N0402MF00177,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00177.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00177.txt,1920,1080,1
933,S3-N0402MF00178,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00178.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00178.txt,1920,1080,1
934,S3-N0402MF00179,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00179.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00179.txt,1920,1080,1
935,S3-N0402MF00180,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00180.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00180.txt,1920,1080,1
936,S3-N0402MF00181,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00181.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00181.txt,1920,1080,1
937,S3-N0402MF00182,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00182.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00182.txt,1920,1080,1
938,S3-N0402MF00183,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00183.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00183.txt,1920,1080,1
939,S3-N0402MF00184,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00184.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00184.txt,1920,1080,1
940,S3-N0402MF00185,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00185.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00185.txt,1920,1080,1
941,S3-N0402MF00186,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00186.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00186.txt,1920,1080,1
942,S3-N0402MF00187,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00187.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00187.txt,1920,1080,1
943,S3-N0402MF00188,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00188.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00188.txt,1920,1080,1
944,S3-N0402MF00189,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00189.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00189.txt,1920,1080,1
945,S3-N0402MF00190,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00190.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00190.txt,1920,1080,1
946,S3-N0402MF00191,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00191.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00191.txt,1920,1080,1
947,S3-N0402MF00192,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00192.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00192.txt,1920,1080,1
948,S3-N0402MF00193,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00193.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00193.txt,1920,1080,1
949,S3-N0402MF00194,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00194.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00194.txt,1920,1080,1
950,S3-N0402MF00195,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00195.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00195.txt,1920,1080,1
951,S3-N0402MF00196,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00196.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00196.txt,1920,1080,1
952,S3-N0402MF00197,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00197.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00197.txt,1920,1080,1
953,S3-N0402MF00198,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00198.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00198.txt,1920,1080,1
954,S3-N0402MF00199,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00199.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00199.txt,1920,1080,1
955,S3-N0402MF00200,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00200.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00200.txt,1920,1080,1
956,S3-N0402MF00201,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00201.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00201.txt,1920,1080,1
957,S3-N0402MF00202,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00202.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00202.txt,1920,1080,1
958,S3-N0402MF00203,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00203.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00203.txt,1920,1080,1
959,S3-N0402MF00204,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00204.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00204.txt,1920,1080,1
960,S3-N0402MF00205,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00205.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00205.txt,1920,1080,1
961,S3-N0402MF00206,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00206.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00206.txt,1920,1080,1
962,S3-N0402MF00207,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00207.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00207.txt,1920,1080,1
963,S3-N0402MF00208,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00208.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00208.txt,1920,1080,1
964,S3-N0402MF00209,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00209.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00209.txt,1920,1080,1
965,S3-N0402MF00210,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00210.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00210.txt,1920,1080,1
966,S3-N0402MF00211,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00211.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00211.txt,1920,1080,1
967,S3-N0402MF00212,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00212.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00212.txt,1920,1080,1
968,S3-N0402MF00213,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00213.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00213.txt,1920,1080,1
969,S3-N0402MF00214,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00214.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00214.txt,1920,1080,1
970,S3-N0402MF00215,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00215.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00215.txt,1920,1080,1
971,S3-N0402MF00216,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00216.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00216.txt,1920,1080,1
972,S3-N0402MF00217,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00217.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00217.txt,1920,1080,1
973,S3-N0402MF00218,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00218.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00218.txt,1920,1080,1
974,S3-N0402MF00219,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00219.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00219.txt,1920,1080,1
975,S3-N0402MF00220,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00220.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00220.txt,1920,1080,1
976,S3-N0402MF00221,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00221.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00221.txt,1920,1080,1
977,S3-N0402MF00222,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00222.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00222.txt,1920,1080,1
978,S3-N0402MF00223,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00223.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00223.txt,1920,1080,1
979,S3-N0402MF00224,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00224.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00224.txt,1920,1080,1
980,S3-N0402MF00225,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00225.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00225.txt,1920,1080,1
981,S3-N0402MF00226,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00226.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00226.txt,1920,1080,1
982,S3-N0402MF00227,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00227.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00227.txt,1920,1080,1
983,S3-N0402MF00228,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00228.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00228.txt,1920,1080,1
984,S3-N0402MF00229,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00229.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00229.txt,1920,1080,1
985,S3-N0402MF00230,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00230.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00230.txt,1920,1080,1
986,S3-N0402MF00231,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00231.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00231.txt,1920,1080,1
987,S3-N0402MF00232,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00232.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00232.txt,1920,1080,1
988,S3-N0402MF00233,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00233.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00233.txt,1920,1080,1
989,S3-N0402MF00234,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00234.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00234.txt,1920,1080,1
990,S3-N0402MF00235,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00235.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00235.txt,1920,1080,1
991,S3-N0402MF00236,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00236.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00236.txt,1920,1080,1
992,S3-N0402MF00237,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00237.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00237.txt,1920,1080,1
993,S3-N0402MF00238,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00238.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00238.txt,1920,1080,1
994,S3-N0402MF00239,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00239.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00239.txt,1920,1080,1
995,S3-N0402MF00240,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00240.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00240.txt,1920,1080,1
996,S3-N0402MF00241,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00241.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00241.txt,1920,1080,1
997,S3-N0402MF00242,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00242.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00242.txt,1920,1080,1
998,S3-N0402MF00243,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00243.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00243.txt,1920,1080,1
999,S3-N0402MF00244,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00244.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00244.txt,1920,1080,1
1000,S3-N0402MF00245,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00245.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00245.txt,1920,1080,1
1001,S3-N0402MF00246,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00246.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00246.txt,1920,1080,1
1002,S3-N0402MF00247,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00247.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00247.txt,1920,1080,1
1003,S3-N0402MF00248,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00248.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00248.txt,1920,1080,1
1004,S3-N0402MF00249,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00249.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00249.txt,1920,1080,1
1005,S3-N0402MF00250,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00250.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00250.txt,1920,1080,1
1006,S3-N0402MF00251,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00251.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00251.txt,1920,1080,1
1007,S3-N0402MF00252,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00252.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00252.txt,1920,1080,1
1008,S3-N0402MF00253,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00253.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00253.txt,1920,1080,1
1009,S3-N0402MF00254,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00254.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00254.txt,1920,1080,1
1010,S3-N0402MF00255,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00255.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00255.txt,1920,1080,1
1011,S3-N0402MF00256,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00256.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00256.txt,1920,1080,1
1012,S3-N0402MF00257,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00257.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00257.txt,1920,1080,1
1013,S3-N0402MF00258,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00258.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00258.txt,1920,1080,1
1014,S3-N0402MF00259,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00259.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00259.txt,1920,1080,1
1015,S3-N0402MF00260,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00260.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00260.txt,1920,1080,1
1016,S3-N0402MF00261,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00261.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00261.txt,1920,1080,1
1017,S3-N0402MF00262,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00262.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00262.txt,1920,1080,1
1018,S3-N0402MF00263,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00263.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00263.txt,1920,1080,1
1019,S3-N0402MF00264,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00264.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00264.txt,1920,1080,1
1020,S3-N0402MF00265,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00265.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00265.txt,1920,1080,1
1021,S3-N0402MF00266,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00266.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00266.txt,1920,1080,1
1022,S3-N0402MF00267,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00267.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00267.txt,1920,1080,1
1023,S3-N0402MF00268,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00268.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00268.txt,1920,1080,1
1024,S3-N0402MF00269,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00269.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00269.txt,1920,1080,1
1025,S3-N0402MF00270,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00270.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00270.txt,1920,1080,1
1026,S3-N0402MF00271,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00271.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00271.txt,1920,1080,1
1027,S3-N0402MF00272,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00272.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00272.txt,1920,1080,1
1028,S3-N0402MF00273,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00273.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00273.txt,1920,1080,1
1029,S3-N0402MF00274,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00274.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00274.txt,1920,1080,1
1030,S3-N0402MF00275,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00275.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00275.txt,1920,1080,1
1031,S3-N0402MF00276,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00276.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00276.txt,1920,1080,1
1032,S3-N0402MF00277,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00277.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00277.txt,1920,1080,1
1033,S3-N0402MF00278,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00278.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00278.txt,1920,1080,1
1034,S3-N0402MF00279,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00279.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00279.txt,1920,1080,1
1035,S3-N0402MF00280,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00280.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00280.txt,1920,1080,1
1036,S3-N0402MF00281,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00281.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00281.txt,1920,1080,1
1037,S3-N0402MF00282,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00282.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00282.txt,1920,1080,1
1038,S3-N0402MF00283,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00283.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00283.txt,1920,1080,1
1039,S3-N0402MF00284,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00284.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00284.txt,1920,1080,1
1040,S3-N0402MF00285,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00285.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00285.txt,1920,1080,1
1041,S3-N0402MF00286,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00286.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00286.txt,1920,1080,1
1042,S3-N0402MF00287,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00287.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00287.txt,1920,1080,1
1043,S3-N0402MF00288,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00288.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00288.txt,1920,1080,1
1044,S3-N0402MF00289,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00289.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00289.txt,1920,1080,1
1045,S3-N0402MF00290,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00290.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00290.txt,1920,1080,1
1046,S3-N0402MF00291,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00291.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00291.txt,1920,1080,1
1047,S3-N0402MF00293,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00293.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00293.txt,1920,1080,1
1048,S3-N0402MF00294,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00294.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00294.txt,1920,1080,1
1049,S3-N0402MF00295,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00295.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00295.txt,1920,1080,1
1050,S3-N0402MF00296,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00296.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00296.txt,1920,1080,1
1051,S3-N0402MF00297,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00297.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00297.txt,1920,1080,1
1052,S3-N0402MF00298,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00298.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00298.txt,1920,1080,1
1053,S3-N0402MF00299,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00299.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00299.txt,1920,1080,1
1054,S3-N0402MF00300,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00300.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00300.txt,1920,1080,1
1055,S3-N0402MF00301,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00301.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00301.txt,1920,1080,1
1056,S3-N0402MF00302,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00302.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00302.txt,1920,1080,1
1057,S3-N0402MF00303,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00303.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00303.txt,1920,1080,1
1058,S3-N0402MF00304,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00304.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00304.txt,1920,1080,1
1059,S3-N0402MF00305,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00305.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00305.txt,1920,1080,1
1060,S3-N0402MF00306,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00306.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00306.txt,1920,1080,1
1061,S3-N0402MF00307,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0402MF00307.jpg,datasets/fire_smoke/labels/train/S3-N0402MF00307.txt,1920,1080,1
1062,S3-N0402MF00308,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0402MF00308.jpg,datasets/fire_smoke/labels/val/S3-N0402MF00308.txt,1920,1080,1
